 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label,Label
80,10663774,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.813262922,0.468877154,2665943.5,5331215.688,10700000,0,10700000,2665943.5,5331215.688,10700000,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.468877154,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1007.0,0.0,1007,1007,10700000.0,0.0,10700000,10700000,DDoS,DDoS
80,9882049,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.035807655,0.505967942,2470512.25,4939684.523,9880039,1,9882049,2470512.25,4939684.523,9880039,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.505967942,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2010.0,0.0,2010,2010,9880039.0,0.0,9880039,9880039,DDoS,DDoS
80,9582758,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.504498183,0.417416364,3194252.667,5531735.846,9581751,3,9582758,3194252.667,5531735.846,9581751,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.417416364,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1007.0,0.0,1007,1007,9581751.0,0.0,9581751,9581751,DDoS,DDoS
80,71349643,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,163.4626259,0.182201332,5945803.583,17100000.0,59500000,3,70100000,10000000.0,22200000.0,59500000,3,1289036,322259.0,643906.0708,1288118,8,0,0,0,0,172,112,0.112123897,0.070077435,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1924.0,0.0,1924,1924,35000000.0,34600000.0,59500000,10600000,DDoS,DDoS
80,841192,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,13822.05252,9.510313935,120170.2857,309125.5857,821026,7,19059,9529.5,13466.84865,19052,7,840950,210237.5,407288.5081,821026,194,0,0,0,0,72,112,3.566367726,5.94394621,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,71066277,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,164.0299801,0.182927832,5922189.75,17500000.0,60800000,1,70400000,10100000.0,22700000.0,60800000,1,637189,159297.25,307533.9067,620476,160,0,0,0,0,172,112,0.112570974,0.070356859,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,970.0,0.0,970,970,35200000.0,36200000.0,60800000,9625250,DDoS,DDoS
80,70884883,9,5,62,11607,20,0,6.888888889,5.30199124,10135,0,2321.4,4413.201989,164.6190204,0.197503324,5452683.308,16800000.0,60800000,1,70300000,8782954.5,21300000.0,60800000,1,622641,155660.25,310217.1749,620985,6,0,0,0,0,192,112,0.126966422,0.070536901,0,10135,778.3333333,2615.387752,6840253.095,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,2076.0,0.0,2076,2076,35100000.0,36300000.0,60800000,9449679,DDoS,DDoS
80,1307118,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,8895.141831,6.885376837,163389.75,457897.7784,1296597,44,10190,5095.0,6939.545951,10002,188,1307038,261407.6,578704.8598,1296597,46,0,0,0,0,72,132,2.295125612,4.590251224,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1424307,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,8167.480747,6.318862436,178038.375,503132.6241,1423228,3,787,393.5,330.2188668,627,160,1424262,284852.4,636371.383,1423228,3,0,0,0,0,72,132,2.106287479,4.212574958,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,70440732,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,165.6569952,0.212944976,5031480.857,16400000.0,61500000,0,69200000,8647078.125,21500000.0,61500000,0,1264828,252965.6,565137.4371,1263914,2,0,0,0,0,192,132,0.127766986,0.08517799,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,996.0,0.0,996,996,34600000.0,38100000.0,61500000,7645017,DDoS,DDoS
80,71064533,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,164.1184358,0.182932322,5922044.417,17800000.0,61900000,4,69500000,9929434.857,23100000.0,61900000,4,1559132,389783.0,778930.0652,1558178,4,0,0,0,0,172,112,0.112573736,0.070358585,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,5010.0,0.0,5010,5010,34800000.0,38400000.0,61900000,7620020,DDoS,DDoS
80,853596,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,13621.19785,9.372115146,121942.2857,308852.8307,821904,4,31015,15507.5,20561.95809,30047,968,853592,213398.0,405936.6191,821904,159,0,0,0,0,72,112,3.51454318,5.857571966,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,70880061,8,6,56,11607,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,164.5455695,0.19751676,5452312.385,17900000.0,64800000,0,70200000,10000000.0,24200000.0,64800000,0,631835,126367.0,281968.9137,630768,16,0,0,0,0,172,132,0.11286672,0.08465004,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1002.0,0.0,1002,1002,35100000.0,42000000.0,64800000,5437071,DDoS,DDoS
80,561077,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,20733.33963,14.25829253,80153.85714,211756.7871,560373,3,504,252.0,352.139177,501,3,560997,140249.25,280082.5684,560373,4,0,0,0,0,72,112,5.3468597,8.911432834,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,188853,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,61566.4035,42.36098976,26979.0,66981.80854,178689,3,9258,4629.0,6542.15194,9255,3,188773,47193.25,87763.25208,178689,140,0,0,0,0,72,112,15.88537116,26.4756186,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,70482725,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,165.3880437,0.184442358,5873560.417,18800000.0,65500000,6,70100000,10000000.0,24500000.0,65500000,6,373676,93419.0,181723.9874,365964,25,0,0,0,0,172,112,0.11350299,0.070939368,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4619008.0,0.0,4619008,4619008,65500000.0,0.0,65500000,65500000,DDoS,DDoS
80,70728951,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,164.8122846,0.197938748,5440688.538,18100000.0,65500000,4,70100000,10000000.0,24500000.0,65500000,4,619759,123951.8,265641.0487,598887,67,0,0,0,0,172,132,0.113107856,0.084830892,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,4603068.0,0.0,4603068,4603068,65500000.0,0.0,65500000,65500000,DDoS,DDoS
80,623374,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,18651.72433,11.22921392,103895.6667,250065.2398,614293,46,8848,4424.0,5970.80966,8646,202,623272,207757.3333,352096.5034,614293,187,0,0,0,0,72,92,4.812520253,6.41669367,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,71012514,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,164.1541658,0.1689843,6455683.091,20000000.0,66800000,1,70400000,10100000.0,25100000.0,66800000,1,585413,195137.6667,334496.1614,581379,1065,0,0,0,0,172,92,0.1126562,0.0563281,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,3629923.0,0.0,3629923,3629923,66800000.0,0.0,66800000,66800000,DDoS,DDoS
80,1096422,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,10609.96587,7.296460669,156631.7143,413980.4436,1095451,3,753,376.5,464.5691552,705,48,1096321,274080.25,547580.5777,1095451,3,0,0,0,0,72,112,2.736172751,4.560287918,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,70892210,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,164.4327353,0.197482911,5453246.923,18600000.0,67400000,14,70800000,10100000.0,25300000.0,67400000,186,66033,13206.6,23257.29534,53806,14,0,0,0,0,172,132,0.112847378,0.084635533,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,3397750.0,0.0,3397750,3397750,67400000.0,0.0,67400000,67400000,DDoS,DDoS
80,502694,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,23129.37891,17.90353575,62836.75,173226.2102,491452,13,10969,5484.5,7548.364889,10822,147,502537,100507.4,218594.2317,491452,13,0,0,0,0,72,132,5.96784525,11.9356905,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,71356359,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,163.4472409,0.196198351,5488950.692,18800000.0,67900000,3,70400000,10100000.0,25500000.0,67900000,67,918294,183658.8,410158.2899,917372,3,0,0,0,0,172,132,0.112113344,0.084085008,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2547881.0,0.0,2547881,2547881,67900000.0,0.0,67900000,67900000,DDoS,DDoS
80,70443871,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2634.749552,165.479265,0.184544089,5870322.583,19800000.0,68800000,3,70400000,10100000.0,25900000.0,68800000,3,14260,3565.0,4230.405733,8655,13,0,0,0,0,172,112,0.113565593,0.070978496,0,5840,833.0714286,1859.875946,3459138.533,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1627867.0,0.0,1627867,1627867,68800000.0,0.0,68800000,68800000,DDoS,DDoS
80,796080,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,14605.31605,10.04924128,113725.7143,297485.1531,788337,36,6885,3442.5,4817.5185,6849,36,795830,198957.5,392930.8478,788337,185,0,0,0,0,72,112,3.768465481,6.280775801,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,783281,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,14851.63051,10.2134483,111897.2857,295648.1212,782364,2,694,347.0,487.903679,692,2,783236,195809.0,391036.7683,782364,4,0,0,0,0,72,112,3.830043114,6.383405189,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,551354,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,21088.08497,14.50973422,78764.85714,205209.1152,544104,38,6616,3308.0,4624.478349,6578,38,551308,137827.0,270868.0014,544104,201,0,0,0,0,72,112,5.441150332,9.068583886,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,71331,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,163000.6589,98.13405111,11888.5,18611.19698,41016,4,30014,15007.0,21217.44608,30010,4,71280,23760.0,21161.6975,41016,149,0,0,0,0,72,92,42.05745048,56.07660064,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,72108,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,161244.2447,110.9446941,10301.14286,17541.78604,41132,6,30009,15004.5,21211.08212,30003,6,72052,18013.0,20837.83831,41132,200,0,0,0,0,72,112,41.60426028,69.34043379,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,57279,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,202988.879,139.6672428,8182.714286,15700.12675,41460,48,15367,7683.5,10658.22051,15220,147,57179,14294.75,19461.09771,41460,197,0,0,0,0,72,112,52.37521605,87.29202675,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,17706,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,657008.9235,508.3022704,2213.25,6020.270515,17110,2,458,229.0,254.5584412,409,49,17658,3531.6,7592.690979,17110,2,0,0,0,0,72,132,169.4340901,338.8681803,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,37352,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,311281.8591,240.9509531,4669.0,12855.62867,36484,35,36678,18339.0,25710.40256,36519,159,37317,7463.4,16337.48502,36688,50,0,0,0,0,72,132,80.31698436,160.6339687,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,72246227,8,6,56,11607,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,161.4340359,0.193781746,5557402.077,16700000.0,60300000,3,70900000,10100000.0,22500000.0,60300000,160,1342529,268505.8,599658.9157,1341208,3,0,0,0,0,172,132,0.110732426,0.08304932,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2308.0,0.0,2308,2308,35500000.0,35100000.0,60300000,10600000,DDoS,DDoS
80,72242863,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,161.4415531,0.166106374,6567533.0,18100000.0,60300000,4,70900000,10100000.0,22500000.0,60300000,131,1341788,447262.6667,773845.2307,1340822,4,0,0,0,0,172,92,0.110737582,0.055368791,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1704.0,0.0,1704,1704,35400000.0,35100000.0,60300000,10600000,DDoS,DDoS
80,50628,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,229774.0381,138.2634116,8438.0,20240.96944,49753,5,800,400.0,162.6345597,515,285,50598,16866.0,28484.03734,49753,5,0,0,0,0,72,92,59.25574781,79.00766374,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,72665244,8,5,56,11607,20,0,7.0,5.656854249,8760,0,2321.4,3802.315321,160.5031423,0.178902585,6055437.0,17900000.0,62200000,1,71300000,10200000.0,23200000.0,62200000,1,1392783,348195.75,695670.9496,1391702,2,0,0,0,0,172,112,0.110093899,0.068808687,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4.0,0.0,4,4,35600000.0,37600000.0,62200000,9031773,DDoS,DDoS
80,72247191,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,161.4318818,0.179937792,6020599.25,17900000.0,62300000,116,70900000,10100000.0,23200000.0,62300000,169,1347859,336964.75,671735.8586,1344568,161,0,0,0,0,172,112,0.110730949,0.069206843,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1777.0,0.0,1777,1777,35400000.0,38000000.0,62300000,8603786,DDoS,DDoS
80,71419511,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,163.3027143,0.168021313,6492682.818,18700000.0,62300000,42,70100000,10000000.0,23200000.0,62300000,47,1347639,449213.0,775763.1199,1344987,974,0,0,0,0,172,92,0.112014209,0.056007104,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,539.0,0.0,539,539,35000000.0,38500000.0,62300000,7782308,DDoS,DDoS
80,648845,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,17928.78114,10.78840093,108140.8333,264626.8123,648308,12,453,226.5,294.8635278,435,18,648739,216246.3333,374176.4347,648308,12,0,0,0,0,72,92,4.623600398,6.16480053,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,71298091,9,5,62,11601,20,0,6.888888889,5.30199124,5840,0,2320.2,2436.833027,163.5808173,0.196358694,5484468.538,17600000.0,63700000,1,70800000,8847047.0,22300000.0,63700000,1,527997,131999.25,259547.6318,521296,144,0,0,0,0,192,112,0.126230589,0.070128105,0,5840,777.9333333,1723.622534,2970874.638,0,0,0,0,1,0,0,0,0,833.5,6.888888889,2320.2,192,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,993.0,0.0,993,993,35400000.0,40000000.0,63700000,7085844,DDoS,DDoS
80,1837266,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,6331.690675,4.898583003,229658.25,649270.2067,1836520,15,424,212.0,267.2863633,401,23,1837251,367450.2,821235.0039,1836520,17,0,0,0,0,72,132,1.632861001,3.265722002,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,626811,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,18559.02337,14.35839511,78351.375,221292.0152,626021,3,620,310.0,395.9797975,590,30,626756,125351.2,279883.0658,626021,3,0,0,0,0,72,132,4.786131705,9.57226341,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,71390899,8,7,56,11601,20,0,7.0,5.656854249,2920,0,1657.285714,1299.172136,163.2841183,0.210110815,5099349.929,17500000.0,65700000,1,70800000,10100000.0,24600000.0,65700000,1,609782,101630.3333,242243.845,595998,48,0,0,0,0,172,152,0.112059102,0.098051714,0,2920,728.9375,1179.048061,1390154.329,0,0,0,0,1,0,0,0,0,777.5333333,7.0,1657.285714,172,0,0,0,0,0,0,8,56,7,11601,256,229,6,20,2015.0,0.0,2015,2015,35400000.0,42900000.0,65700000,5067892,DDoS,DDoS
80,51840,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,224402.0062,154.3209877,7405.714286,19187.04082,50915,4,727,363.5,446.1843789,679,48,51794,12948.5,25312.89082,50915,4,0,0,0,0,72,112,57.87037037,96.45061728,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1877188,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6197.03514,3.72898186,312864.6667,765975.2387,1876405,6,728,364.0,446.8914857,680,48,1877139,625713.0,1083131.104,1876405,6,0,0,0,0,72,92,1.598135083,2.130846777,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,47413,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,245228.102,147.6388332,7902.166667,12958.78805,31133,60,16035,8017.5,10931.16373,15747,288,47316,15772.0,15475.23774,31133,185,0,0,0,0,72,92,63.27378567,84.36504756,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,72444908,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,160.9084796,0.179446705,6037075.667,20000000.0,69500000,48,72300000,10300000.0,26100000.0,69500000,191,133864,33466.0,51540.3508,108775,56,0,0,0,0,172,112,0.110428741,0.069017963,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2806936.0,0.0,2806936,2806936,69500000.0,0.0,69500000,69500000,DDoS,DDoS
80,1209441,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9613.532202,7.441454358,151180.125,419142.4779,1188357,47,20709,10354.5,14459.62657,20579,130,1209206,241841.2,529192.2353,1188357,51,0,0,0,0,72,132,2.480484786,4.960969572,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,70817818,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,164.7749158,0.211811101,5058415.571,18600000.0,69700000,3,70800000,8843999.75,24600000.0,69700000,3,67123,13424.6,29079.67479,65434,47,0,0,0,0,192,132,0.127086661,0.08472444,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,1080990.0,0.0,1080990,1080990,69700000.0,0.0,69700000,69700000,DDoS,DDoS
